ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Validated_Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_4,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,CSR Factor,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Women_Leave,Men_Leave,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest)
13832,CARMACK,Sales,US,Level 1,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,2,269,2,0,0,,0,technical,low,M,3,3,1,1,4,4,4,3,2,NA,NA,3,1,3,2,5,3,1,2,1,4,5976,78,3
13833,BUIE,Finance,France,Level 1,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,6,217,4,0,0,,0,marketing,low,F,2,5,2,1,5,4,4,2,3,1,NA,3,2,4,1,3,2,1,4,4,1,4073,76,2
13834,BOOK,Human Resources,Japan,Level 1,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,133,2,0,0,,0,technical,low,F,10,3,3,2,1,4,4,2,3,0,NA,3,4,3,2,1,1,1,2,5,5,4195,77,3
13835,BECHTEL,IT,France,Level 1,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,248,3,0,0,,0,IT,medium,M,7,4,1,5,1,3,4,4,4,NA,0,3,5,4,2,2,3,1,5,2,4,5299,80,2
13836,BEARDSLEY,Warehouse,Colombia,Level 1,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,244,3,0,0,,0,sales,low,M,9,3,4,5,1,3,3,3,2,NA,NA,2,5,2,1,2,4,2,4,2,3,5339,75,2
13837,BARD,Operations,Korea,Level 1,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,197,3,0,0,,0,accounting,high,M,9,1,1,1,2,3,3,2,2,NA,NA,4,4,2,5,3,3,1,2,3,1,4917,70,3
13838,BALLOU,Sales,Australia,VP,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,268,4,0,0,,0,sales,low,F,9,5,1,3,2,4,4,3,3,1,NA,3,1,3,3,3,3,2,2,3,1,4208,79,1
13839,WINDSOR,Finance,US,Senior Director,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,203,4,0,0,,0,sales,low,M,6,5,4,5,4,2,2,2,3,NA,NA,4,5,4,3,1,4,2,4,1,5,4557,79,8
13840,ULMER,Human Resources,Korea,Senior Director,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,224,2,1,0,,0,sales,low,F,3,4,3,3,2,3,3,3,3,1,NA,2,4,2,1,2,3,4,3,2,5,4817,78,4
13841,STORM,IT,Australia,Senior Director,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,212,3,0,0,,0,sales,low,M,6,4,5,2,3,3,3,3,3,NA,0,2,5,2,3,2,1,4,4,1,2,5935,77,7
13842,SKEEN,Warehouse,US,Director,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,208,6,0,0,,0,technical,medium,M,8,4,1,1,2,3,2,4,4,NA,NA,3,5,3,3,4,3,2,4,3,2,5098,79,1
13843,ROBLEDO,Operations,France,Director,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,155,3,0,0,,0,support,medium,M,3,5,5,4,3,3,3,4,3,NA,0,3,5,4,1,3,5,2,4,1,4,5939,79,6
13844,RINCON,Sales,Australia,Director,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,260,3,0,0,,0,sales,low,M,8,4,2,3,4,4,2,3,2,NA,NA,3,4,3,4,2,2,2,2,5,2,4535,79,1
13845,REITZ,Finance,Colombia,Director,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,2,174,3,0,0,,0,sales,low,F,3,2,5,5,3,3,3,2,2,1,NA,3,5,2,3,5,4,1,1,5,4,5348,80,1
13846,PIAZZA,Human Resources,Japan,Director,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,161,3,1,0,,0,technical,medium,M,3,1,5,2,2,4,2,3,4,NA,NA,2,3,3,3,3,3,2,2,1,4,4590,75,1
13847,PEARL,IT,Australia,Director,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,246,3,0,0,,0,support,medium,F,7,5,4,3,2,2,3,2,2,1,NA,3,2,4,4,4,5,1,4,5,1,5167,79,5
13848,MUNGER,Warehouse,Korea,Senior Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,173,4,0,0,,0,accounting,medium,F,2,1,2,1,4,3,4,4,2,1,NA,4,4,3,1,4,5,1,2,4,3,4615,73,1
13849,MOTEN,Operations,Korea,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,175,2,0,0,,0,sales,low,M,9,2,1,5,3,3,4,3,2,NA,NA,3,1,4,1,4,5,2,2,5,1,4859,78,3
13850,MCMICHAEL,Sales,Japan,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,243,3,0,0,,0,technical,medium,F,10,1,3,4,4,4,2,4,4,1,NA,3,3,4,1,3,2,1,3,4,2,4037,79,5
13851,LOFTUS,Finance,UK,Senior Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,122,4,0,0,,0,hr,low,F,9,2,5,1,1,3,2,2,2,0,NA,3,4,3,3,2,5,2,1,3,4,5299,76,7
13852,LEDET,Human Resources,Japan,Senior Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,219,2,0,0,,0,technical,low,F,1,2,2,2,5,3,3,3,3,1,NA,2,3,3,5,1,3,2,3,3,5,5071,78,8
13853,KERSEY,IT,Colombia,Senior Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,217,3,0,0,,0,marketing,high,M,7,2,1,3,4,4,3,2,2,NA,NA,3,5,2,5,4,1,1,4,1,3,5910,76,1
13854,GROFF,Warehouse,Colombia,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,250,6,0,0,,0,RandD,medium,M,2,3,4,3,4,4,2,4,2,NA,NA,3,3,2,3,3,5,5,3,4,4,4246,80,3
13855,FOWLKES,Operations,UK,Senior Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,274,3,0,0,,0,accounting,low,F,5,3,5,5,5,4,3,2,3,1,NA,3,4,4,2,4,3,1,2,2,3,5981,76,6
13856,FOLK,Sales,Australia,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,2,260,3,0,0,,0,support,medium,F,6,2,1,2,1,2,2,3,4,1,NA,3,1,4,4,4,4,2,2,4,4,4747,77,3
13857,CRUMPTON,Finance,China,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,185,2,1,0,,0,sales,medium,F,1,4,2,3,5,3,4,3,4,1,NA,3,5,3,4,1,1,2,2,1,4,4729,77,4
13858,COLLETTE,Human Resources,Japan,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,270,3,1,0,,0,technical,low,M,1,5,5,3,1,4,2,3,2,NA,NA,2,3,3,4,5,4,1,2,3,5,4131,78,4
13859,CLOUSE,IT,UK,Senior Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,6,166,5,1,0,,0,technical,medium,F,3,3,4,5,5,2,4,3,4,1,NA,2,4,3,2,4,1,2,3,1,2,4596,75,9
13860,BETTIS,Warehouse,US,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,160,4,0,0,,0,IT,low,M,1,4,3,1,5,4,2,2,2,NA,NA,2,2,4,4,3,1,1,4,2,1,5520,75,9
13861,VILLAGOMEZ,Operations,UK,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,247,3,0,0,,0,support,low,M,3,2,3,1,3,4,3,2,2,NA,NA,2,2,3,3,2,2,1,5,2,4,4338,75,2
13862,TIMMERMAN,Sales,UK,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,272,2,0,0,,0,support,low,M,1,2,2,4,2,3,4,2,2,NA,NA,4,3,3,3,1,2,1,2,3,3,5703,80,6
13863,STROM,Finance,China,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,171,2,0,0,,0,sales,medium,F,1,5,3,3,5,4,2,4,2,1,NA,4,4,3,3,4,1,2,5,2,4,4439,71,4
13864,SAUL,Human Resources,Colombia,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,211,3,0,0,,0,sales,medium,F,8,2,2,3,5,2,4,3,2,1,NA,3,4,3,5,3,1,1,1,4,5,4962,75,1
13865,SANTORO,IT,Japan,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,271,3,1,0,,0,technical,medium,M,1,4,2,1,1,2,4,2,3,NA,NA,4,3,2,3,5,2,5,4,3,3,4444,76,9
13866,RODDY,Warehouse,Japan,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,6,155,5,0,0,,0,product_mng,medium,F,8,4,1,3,3,3,3,4,3,0,NA,4,5,3,1,3,4,1,3,5,5,5982,78,2
13867,PHILLIP,Operations,France,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,220,3,1,0,,1,sales,medium,F,7,1,4,2,5,5,3,2,4,1,NA,2,3,3,2,3,5,1,3,1,3,4552,76,6
13868,PENROD,Sales,Turkey,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,220,3,0,0,,0,RandD,low,F,10,3,4,4,5,4,2,2,3,1,NA,4,5,4,4,3,4,1,4,4,3,5234,77,6
13869,MUSSELMAN,Finance,Australia,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,2,285,3,0,0,,0,sales,high,M,6,4,4,3,4,2,3,3,2,NA,NA,2,4,3,5,5,1,2,5,5,1,4427,76,8
13870,MACPHERSON,Human Resources,France,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,109,6,0,0,,0,technical,low,F,5,1,4,5,1,3,2,2,2,0,NA,4,4,4,2,4,2,1,3,4,4,4374,80,8
13871,LEBOEUF,IT,UK,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,194,3,0,0,,0,product_mng,medium,M,7,4,3,3,5,3,2,3,3,NA,NA,2,4,4,1,5,4,2,2,3,2,4565,76,4
13872,HARLESS,Warehouse,China,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,214,2,0,0,,0,IT,medium,F,9,3,2,4,4,4,4,4,2,1,NA,3,5,3,5,3,1,1,3,1,5,4185,76,4
13873,HADDAD,Operations,Colombia,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,161,3,0,0,,0,technical,low,F,4,5,5,5,2,4,2,2,3,1,NA,3,1,3,1,1,5,1,1,2,5,5629,70,3
13874,GUIDO,Sales,Japan,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,202,4,1,0,,0,marketing,medium,F,7,5,4,4,4,4,3,4,2,1,NA,2,1,2,4,1,3,1,2,2,2,4458,77,2
13875,GOLDING,Finance,China,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,179,8,0,0,,0,management,high,F,3,3,3,3,4,2,4,2,3,1,NA,3,5,3,2,1,5,1,4,4,2,5429,79,9
13876,FULKERSON,Human Resources,US,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,137,5,1,0,,0,technical,low,F,8,1,3,4,1,4,3,2,2,0,NA,2,1,4,1,3,3,1,1,1,3,4584,75,2
13877,FANNIN,IT,Korea,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,6,173,3,0,0,,0,sales,medium,F,2,1,2,4,1,3,2,4,2,1,NA,2,4,3,4,4,2,2,3,3,1,4892,77,2
13878,DULANEY,Warehouse,France,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,243,3,1,0,,0,sales,medium,M,6,4,4,4,3,3,4,3,4,NA,0,3,1,4,3,4,4,1,5,5,2,4950,75,2
13879,DOWDELL,Operations,Korea,Manager,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,4,258,5,0,1,,0,technical,medium,M,2,2,1,1,4,1,2,1,1,NA,1,2,5,4,5,4,2,2,2,2,5,1494,88,4
13880,DEANE,Sales,Australia,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,245,4,0,1,,0,IT,low,F,3,3,3,1,5,1,1,2,2,1,NA,2,3,1,4,3,5,2,4,5,1,1982,87,6
13881,COTTLE,Finance,Turkey,Manager,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,296,4,0,1,,0,technical,low,F,4,3,4,4,2,1,1,1,2,1,NA,1,4,1,4,1,2,1,1,1,1,1650,85,5
13882,CEJA,Human Resources,China,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,5,267,5,0,1,,0,technical,low,M,9,4,1,2,5,2,2,2,1,NA,1,1,4,1,4,5,5,2,1,2,2,1113,89,2
13883,CATE,IT,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,268,4,0,1,,0,technical,medium,F,1,5,3,3,2,2,1,2,2,1,NA,2,5,1,1,2,5,2,2,1,5,1248,87,9
13884,BOSLEY,Warehouse,UK,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,7,277,5,0,1,,0,sales,low,M,4,4,3,4,4,2,2,2,1,NA,1,2,4,1,3,5,2,2,1,3,5,1373,85,2
13885,BENGE,Operations,Japan,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,259,4,0,1,,0,support,low,F,4,1,3,5,1,1,1,1,1,1,NA,2,2,1,1,5,3,2,3,4,3,1198,90,1
13886,ALBRITTON,Sales,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,5,275,5,0,1,,0,support,low,M,6,1,2,3,3,2,1,1,1,NA,1,1,4,1,1,4,5,2,1,3,3,1156,89,8
13887,VOIGT,Finance,Australia,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,298,4,0,1,,0,sales,low,F,9,3,4,3,1,2,1,1,1,1,NA,1,3,1,1,2,4,2,1,2,1,1515,86,7
13888,TROWBRIDGE,Human Resources,China,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,5,243,5,0,1,,0,technical,medium,F,4,2,5,2,2,1,2,2,2,1,NA,1,3,1,1,2,5,1,3,4,3,1385,85,1
13889,SOILEAU,IT,China,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,7,255,4,0,1,,0,marketing,medium,F,10,2,3,1,2,2,2,1,2,1,NA,1,3,2,1,1,5,1,1,1,1,1372,86,2
13890,SEELY,Warehouse,Japan,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,4,232,5,0,1,,0,sales,low,F,3,5,3,3,2,1,1,2,1,1,NA,1,5,1,1,1,5,2,2,3,1,1817,85,4
13891,ROME,Operations,US,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,247,3,0,0,,0,support,low,F,4,4,5,3,4,4,2,3,2,1,NA,2,4,1,4,3,4,2,4,5,3,5844,79,1
13892,ROHDE,Sales,Colombia,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,272,2,0,0,,0,support,low,M,1,4,5,2,4,3,3,3,2,NA,NA,3,3,4,3,1,1,1,2,4,4,4013,75,6
13893,PEARSALL,Finance,UK,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,171,2,0,0,,0,sales,medium,F,10,1,2,3,4,2,2,3,2,1,NA,2,2,4,1,1,1,4,1,4,1,4536,77,1
13894,PAULK,Human Resources,Colombia,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,211,3,0,0,,0,sales,medium,F,7,5,4,4,4,3,4,3,4,1,NA,3,2,4,5,2,3,1,4,3,1,5983,76,6
13895,ORTH,IT,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,271,3,1,0,,0,technical,medium,M,1,1,3,3,4,3,4,3,2,NA,NA,2,2,2,2,5,2,2,1,4,2,5486,77,8
13896,NASON,Warehouse,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,6,155,5,0,0,,0,product_mng,medium,F,8,1,4,5,2,3,4,2,3,0,NA,2,3,4,5,4,2,1,5,2,5,4882,71,4
13897,MOTA,Operations,France,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,4,220,3,1,0,,1,sales,medium,F,1,5,4,5,5,5,3,4,3,1,NA,2,2,4,5,3,1,1,4,5,3,4912,75,7
13898,MCMULLIN,Sales,UK,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,220,3,0,0,,0,RandD,low,F,5,5,2,3,1,4,4,3,2,1,NA,4,1,5,3,5,1,1,1,5,1,4407,76,2
13899,MARQUARDT,Finance,US,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,2,285,3,0,0,,0,sales,high,F,7,1,1,2,2,2,3,3,2,1,NA,2,5,2,3,4,1,2,5,3,5,4999,78,5
13900,MADIGAN,Human Resources,Colombia,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,109,6,0,0,,0,technical,low,F,6,1,5,4,4,3,2,3,3,0,NA,2,5,4,3,5,3,1,3,2,2,5457,72,7
13901,HOAG,IT,Japan,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,194,3,0,0,,0,product_mng,medium,F,7,2,1,1,2,3,2,2,4,1,NA,2,5,4,2,3,3,1,5,2,4,4727,75,6
13902,GILLUM,Warehouse,Japan,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,214,2,0,0,,0,IT,medium,F,6,5,5,3,5,2,2,4,3,1,NA,4,2,3,4,2,1,1,2,3,4,4578,77,5
13903,GAYLE,Operations,UK,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,161,3,0,0,,0,technical,low,F,10,5,1,4,3,4,3,3,3,1,NA,4,2,3,5,1,5,1,3,4,1,5663,79,7
13904,GABBARD,Sales,Colombia,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,202,4,1,0,,0,marketing,medium,M,10,3,4,3,1,2,4,2,3,NA,NA,4,2,4,2,4,1,1,2,4,1,5137,76,6
13905,FENWICK,Finance,Australia,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,179,8,0,0,,0,management,high,M,3,2,5,2,5,3,2,2,2,NA,NA,4,1,3,4,2,3,2,4,1,1,4584,72,1
13906,FENDER,Human Resources,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,5,137,5,1,0,,0,technical,low,M,4,1,4,5,3,4,2,3,3,NA,NA,2,2,3,3,3,3,2,1,4,3,4586,79,8
13907,ECK,IT,US,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,6,173,3,0,0,,0,sales,medium,F,4,2,1,4,1,3,2,3,2,1,NA,3,5,2,2,3,3,1,3,2,4,5970,77,1
13908,DANFORTH,Warehouse,US,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,5,5,4,4,3,0.96,3,243,3,1,0,,0,sales,medium,M,6,1,3,5,1,4,4,3,2,NA,NA,4,2,2,4,2,3,1,2,4,5,5371,76,5
13909,CUSHING,Operations,Korea,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,4,258,5,0,1,,0,technical,medium,M,2,5,5,2,4,1,2,1,1,NA,1,2,1,4,5,3,2,1,3,2,1,1481,88,3
13910,CRESS,Sales,France,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,245,4,0,1,,0,IT,low,F,9,2,3,5,4,1,1,2,1,1,NA,2,5,1,4,5,3,1,5,5,3,1594,89,4
13911,CREED,Finance,US,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,296,4,0,1,,0,technical,low,M,4,4,3,1,3,2,1,1,2,NA,1,1,3,1,5,3,4,1,2,3,3,1973,90,3
13912,CAZARES,Human Resources,US,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,5,267,5,0,1,,0,technical,low,F,1,5,4,5,4,2,1,1,2,1,NA,1,4,1,1,2,2,1,4,2,5,1352,87,6
13913,CASANOVA,IT,Australia,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,268,4,0,1,,0,technical,medium,M,10,1,1,5,4,2,2,1,1,NA,1,2,3,1,1,3,4,1,3,2,3,1958,86,5
13914,BEY,Warehouse,UK,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,7,277,5,0,1,,0,sales,low,F,7,2,5,2,2,1,2,1,2,1,NA,1,4,2,2,1,2,4,1,5,4,1260,89,7
13915,BETTENCOURT,Operations,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,259,4,0,1,,0,support,low,F,10,2,3,5,1,1,2,1,2,1,NA,2,1,2,2,2,3,2,3,3,4,2000,88,8
13916,BARRINGER,Sales,France,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,5,275,5,0,1,,0,support,low,F,2,3,1,5,5,1,2,1,2,1,NA,2,2,2,3,4,3,2,3,2,2,1816,87,4
13917,BABER,Finance,Japan,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,298,4,0,1,,0,sales,low,M,2,2,3,4,4,1,2,2,2,NA,1,2,2,1,1,5,1,2,2,4,4,1648,90,1
13918,STANSBERRY,Human Resources,Turkey,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,5,243,5,0,1,,0,technical,medium,M,2,5,5,4,4,2,1,2,2,NA,1,2,5,1,2,1,3,2,5,5,2,1817,85,3
13919,SCHRAMM,IT,Korea,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.96,6,280,4,0,1,,0,support,low,F,3,5,2,3,5,2,1,1,2,1,NA,1,4,1,3,5,1,2,1,4,4,1819,86,9
13920,RUTTER,Warehouse,Japan,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.97,6,277,4,0,1,,0,product_mng,medium,M,6,3,5,2,2,2,1,1,1,NA,1,2,5,1,1,1,2,2,1,3,4,1623,89,9
13921,RIVERO,Operations,France,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.97,6,284,4,0,1,,0,sales,low,F,7,4,1,3,2,2,2,1,1,1,NA,2,1,1,1,3,4,2,2,4,3,1518,88,8
13922,RACE,Sales,Turkey,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.97,4,258,5,0,1,,0,accounting,low,M,8,1,3,1,2,1,2,2,1,NA,1,1,5,1,5,2,5,1,3,3,5,1306,86,5
13923,OQUENDO,Finance,Korea,Level 2-4,,0,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.97,7,254,4,0,1,,0,sales,low,F,5,1,4,4,2,1,2,2,1,1,NA,2,1,2,5,1,5,1,2,4,1,1865,89,8
13924,NECAISE,Human Resources,Colombia,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.97,5,263,5,0,1,,0,hr,medium,M,8,4,5,5,2,2,1,1,1,NA,1,2,3,1,3,2,1,1,3,4,5,1548,87,5
13925,MOUTON,IT,Colombia,Level 2-4,,1,,3,6,6,0.8,3,3,4,3,4,5,5,4,5,4,1,2,3,2,1,0.97,6,267,4,1,1,,0,support,low,M,10,2,4,4,3,1,2,1,2,NA,1,2,1,2,5,5,3,1,3,3,2,1580,88,4
